project_id,project_type,region,industry,budget,team_size,duration_months,stakeholder_engagement_score,risk_score,complexity_score,num_issues,prior_success_rate,success
P0213,Software,South America,Healthcare,454871.03792887606,29,12,51.857845968717925,33.190581286281386,55.50508758970031,2,0.5032877032306926,1
P0214,HR,Africa,Finance,573681.1498117994,16,12,64.6295593037952,46.834722371920186,59.48357629903283,8,1.0,0
P0215,Research,South America,Retail,564839.4425951233,21,6,77.05066281052304,47.78669262885341,42.06715545369583,3,0.018602356135671627,1
P0216,Research,South America,Technology,402340.39971276914,41,22,60.49081885159872,83.71330849784036,66.83400767261875,3,0.6627531846616774,1
P0217,Infrastructure,Africa,Technology,302430.2120080122,26,22,81.64041870765213,43.74967678648659,72.20046339568901,7,0.6963567415722568,1
P0218,Infrastructure,South America,Retail,536884.5240369356,8,21,25.703873490230954,40.73355270326788,39.30684759126133,10,0.5886940233240638,1
P0219,Marketing,Africa,Manufacturing,583338.3027003405,16,19,100.0,30.95367238522406,46.460097230829376,4,0.5093788264038575,1
P0220,Software,Europe,Finance,610343.299586862,34,22,96.7269836315659,68.35935341332724,44.68279819827394,5,0.8145773485985788,1
P0221,Software,Europe,Healthcare,260850.7260077813,13,14,95.40349704292437,51.578556381444415,53.92722926024285,11,0.7433597595979,0
P0222,Infrastructure,Europe,Manufacturing,519966.03536959447,49,6,68.01635418814925,67.62246278559051,74.0375156261584,8,0.5553680731638218,1
P0223,Research,North America,Retail,530343.3584579433,21,11,66.38195875299782,48.33212757742233,0.0,6,0.7167909989756267,1
P0224,HR,Asia,Manufacturing,591261.163069884,10,4,100.0,18.770135551162813,90.06839656857998,3,0.8837062690296074,0
P0225,Marketing,South America,Technology,415708.06284573476,5,19,85.21968079659118,72.94223854216473,59.30040499771755,6,0.7561630855628275,1
P0226,Marketing,Asia,Retail,601926.8381119116,26,22,86.4505964551019,78.89424988728565,59.22572353239318,4,0.38858856645684475,0
P0227,Marketing,Asia,Manufacturing,387394.6959445552,15,12,69.3285953858174,89.41728541435597,59.610626018458056,7,0.49616853544126194,1
P0228,Infrastructure,South America,Technology,507035.0848535317,28,18,80.45478283514585,29.472615846682157,84.60001145438301,7,0.6856633384750475,1
P0229,HR,Asia,Finance,312395.5905517661,34,19,70.32915712322999,56.161713215182814,59.39229020980027,0,0.9026689004278939,1
P0230,Infrastructure,North America,Healthcare,402572.2683644253,45,12,76.15842422840416,98.89165505165012,49.154353244746716,4,0.7011931106911731,1
P0231,Infrastructure,South America,Finance,481801.2081037453,39,10,63.886749697442816,72.11800848714617,48.72105023883513,5,0.5852054272811243,1
P0232,Research,Africa,Finance,201301.69289296842,43,11,73.9077613278063,95.42899490845592,51.912051536320774,7,0.6871950779000091,1
P0233,HR,North America,Healthcare,706874.3882296246,34,9,68.74929783342301,38.20181404268487,76.88566456194835,4,0.7681468964259098,1
P0234,HR,Europe,Finance,436131.67356278026,15,6,77.0665869979373,37.192046418827886,43.65409078238715,4,0.5393538151914264,1
P0235,Research,South America,Technology,665439.159911399,49,7,99.02980504897606,78.00799589590565,71.08449407892078,3,0.35673483344098017,1
P0236,Research,Africa,Technology,480851.7977722715,17,21,61.59088544729035,43.122356103746746,71.50066070218037,2,0.6096560560798814,1
P0237,Marketing,North America,Manufacturing,422748.7585466462,11,17,65.16462173732137,62.16731085789675,70.48652071995811,9,0.7569981157692313,1
P0238,Marketing,Africa,Technology,460618.95150769077,32,21,62.479518707740716,72.9507842718779,45.42956891971295,3,0.6104637095644966,0
P0239,HR,Africa,Retail,593112.1332919135,49,20,85.60282847189129,72.30933366190423,46.69092133938207,10,0.5659398068978747,1
P0240,Research,South America,Manufacturing,384279.5532167761,32,22,90.95442370686759,34.088858641182355,68.48787875722024,5,0.4068670392953584,1
P0241,Research,Africa,Healthcare,412732.6949911919,27,13,52.39180053386541,64.71048508250195,93.16970083936161,5,0.49265537798339426,1
P0242,Research,Asia,Technology,592226.209595446,35,23,96.67982689807373,63.741315917178326,89.33081718557206,4,0.23051832309441694,1
P0243,Marketing,North America,Retail,596081.440261216,39,3,71.84617302484271,54.65573485880327,44.86472045968147,5,0.6458149376411405,0
P0244,Infrastructure,Africa,Technology,566311.8555201512,13,3,88.3169661778974,31.11608711246805,50.28274623191392,6,0.5222567018125545,0
P0245,Infrastructure,North America,Manufacturing,461862.78028808994,13,17,70.62052815998335,69.96845646244348,53.816923772869735,4,0.7978884156576624,0
P0246,Infrastructure,Africa,Retail,440373.1041635207,7,18,65.26326435339745,42.17040099823616,56.81329150608393,1,0.5214395606961626,1
P0247,Research,North America,Manufacturing,801805.1196440916,27,9,72.0425932459724,50.68054822144464,62.22745203680105,7,0.8389525723753876,1
P0248,Infrastructure,Asia,Healthcare,443779.3423257392,24,7,63.24068073887658,39.97261456664363,31.63880156062127,8,0.5752534639800486,1
P0249,Software,Asia,Healthcare,648535.7680557774,46,19,61.195514693615166,65.65747469897146,51.37748860849802,8,0.3907290253259249,1
P0250,Marketing,Asia,Retail,678910.2748124622,34,10,51.13197766136668,42.14914883538053,73.84239010176981,8,0.5876893324129611,1
P0251,Marketing,Asia,Healthcare,298302.6458795862,40,7,73.17400570882761,99.70379833357782,65.2955062195596,8,0.6722831047543959,1
P0252,Infrastructure,Europe,Technology,659775.794857158,12,17,91.78925118229269,69.93049267793161,45.40670752357747,2,0.6848133723036902,1
P0253,Research,North America,Retail,91658.33886152832,33,8,84.13817842680207,46.97948092305894,47.218992058299385,10,0.6404653629768282,0
P0254,Software,North America,Retail,667054.1356525518,13,7,40.823969007044326,63.91046697930517,100.0,8,0.5832036262387654,0
P0255,Software,South America,Healthcare,484026.81752291793,22,15,63.19311272253874,67.39871304896052,82.30333548178027,5,0.7294534972880976,1
P0256,Infrastructure,North America,Manufacturing,543261.6723074092,18,11,61.55961963339651,63.2940549066622,48.941583252653956,2,0.38724207677959366,1
P0257,Marketing,North America,Manufacturing,225328.26824924746,26,13,51.573342531013566,49.68164309995515,78.3202063958218,3,0.38873440013885163,1
P0258,Software,Asia,Technology,486148.79555122217,25,23,50.63816700774111,46.34013156386599,37.95381051517417,4,0.6107045595798091,1
P0259,Infrastructure,Africa,Manufacturing,449213.0028891568,36,21,93.6991016191517,31.317045737843117,72.27916816541628,6,0.47330440151261544,1
P0260,Infrastructure,Africa,Manufacturing,619549.3795583412,31,7,76.7610818506532,58.069378362158346,49.01280290129117,6,0.8363782185919924,1
P0261,Software,Africa,Manufacturing,289713.7898425643,11,4,89.80276295797626,60.2713685470676,97.34074217622455,9,0.5740937184555132,1
P0262,Research,Europe,Retail,694409.4592672094,26,3,53.392647747963224,59.01552507301537,74.15252659645007,2,0.3142285526911618,1
P0263,HR,North America,Healthcare,284518.5898933648,28,11,61.30039601288764,34.42120718367518,53.69806533935781,6,0.6738064662900511,1
P0264,HR,Europe,Finance,698895.4955712635,35,6,60.20787273745295,69.00031657339291,64.860094441088,2,0.7487803353760586,0
P0265,Software,Europe,Healthcare,609313.8924715669,36,23,49.03754014121104,13.784047988807309,69.66126718522648,9,0.5260938307487281,1
P0266,Infrastructure,Africa,Manufacturing,441688.2762191327,11,11,100.0,43.1816658781613,55.05344533844355,3,0.6154021514985888,1
P0267,Infrastructure,South America,Finance,508965.1756059924,17,16,84.24284376941513,43.07146987986201,27.76865281794344,2,0.7505364630572114,0
P0268,Research,Europe,Manufacturing,786171.318347192,40,16,68.9118651514714,12.791040001513863,77.28487229468453,3,0.8016008008586519,1
P0269,Marketing,Asia,Manufacturing,580644.4854424819,15,17,76.42279371715864,25.836423527088236,54.968383384688416,5,0.7260297552855722,0
P0270,HR,Asia,Healthcare,507396.2497280334,38,11,81.53259513953346,61.60197683270414,70.86912921908213,2,0.8066149969197031,0
P0271,Infrastructure,Africa,Technology,511547.4712110731,38,8,71.86109088579241,61.36206410257292,39.006890021801176,6,0.4956186499789941,1
P0272,Research,Africa,Healthcare,566528.5607693623,34,9,44.46806940192418,45.08669448081193,77.23269325944293,6,0.6276596233599822,1
P0273,Marketing,Europe,Retail,858614.9247151585,43,3,75.65638140613714,34.791636003772524,57.46527928428188,3,0.915077894811233,1
P0274,Infrastructure,North America,Technology,433698.97520593944,44,9,89.8127185933106,73.55089449539172,55.74842744022864,2,1.0,1
P0275,HR,South America,Retail,532612.486353007,15,4,65.10064766371649,81.97076224192682,76.04256917236239,6,0.774725700414906,1
P0276,HR,Asia,Retail,512478.45750822715,16,4,47.19736441662334,77.40087322341981,27.34244323019255,4,0.8924391877435274,1
P0277,HR,Africa,Retail,591958.8763649489,45,23,57.07893047825544,67.51752923997569,50.667452248818144,5,0.3529273946655095,0
P0278,HR,Africa,Retail,256832.07844157304,31,9,65.11411334894368,42.233061233976834,53.88761777863374,4,0.5882470575446541,0
P0279,Software,South America,Finance,628937.7308515335,32,5,71.197022260881,28.027591496443755,88.41008574542127,8,0.5676888032748223,1
P0280,Research,South America,Healthcare,480115.1483982655,27,14,64.41146736435326,63.026900247060965,33.61872277030066,8,0.4385115549851505,0
P0281,Research,Africa,Healthcare,309286.8834312296,30,19,68.52410525873142,37.84707309253055,57.253780684222406,7,0.5513877602238266,0
P0282,Marketing,Asia,Healthcare,483998.64770835184,30,18,87.23889025045952,85.71742248608234,65.94111542983819,9,0.5372517445291418,1
P0283,Research,South America,Retail,510698.6474186733,41,15,31.758654166229533,73.88320365048915,91.307453491693,5,0.5607623708295068,0
P0284,Infrastructure,Europe,Finance,772011.1547773135,25,10,64.85681707663653,75.57247776102295,73.0725377597393,1,0.7350818237862082,1
P0285,Marketing,South America,Healthcare,476012.59657468396,40,14,84.04756175095733,67.86489256734257,54.89119571689582,9,0.2706272283414307,1
P0286,Software,North America,Retail,516580.297621091,45,10,60.605270857254894,45.895432348883794,36.536868819344534,3,0.56806296250234,1
P0287,Software,North America,Retail,506823.7214496128,21,17,78.37504634817559,88.56747131617838,66.99104203250123,6,0.5847220727466333,1
P0288,HR,Europe,Healthcare,692993.8715155292,39,19,60.85023067722185,53.547583418289356,18.002535355619067,5,0.5405782105602918,1
P0289,Infrastructure,Asia,Manufacturing,658552.4424422203,35,4,72.9819188250828,34.857463063679,55.245779157082424,7,0.22249361939837475,1
P0290,Research,Africa,Manufacturing,459098.29526298505,11,14,73.64517785514552,51.57586036415692,63.347249070234064,1,0.9044595126688966,1
P0291,Research,Europe,Finance,616854.4801445194,35,21,53.34361376121336,34.41814521246599,64.06471909172062,4,0.5721899360425602,1
P0292,Infrastructure,Asia,Technology,495604.8285172597,21,9,58.48256102189204,60.79309190507929,52.9697639620144,5,0.37158435218112396,0
P0293,Marketing,Asia,Technology,226977.82670062565,39,14,62.28270844963866,32.86698737178409,57.15777077672912,2,0.4886142384630076,1
P0294,Infrastructure,North America,Retail,241823.62620654138,47,17,56.25787725127985,72.80626830005217,100.0,4,0.6261031226008191,0
P0295,HR,Europe,Healthcare,432325.5169993555,35,13,96.21064539564858,13.828280856501948,50.984957816697,3,0.9884379225387542,1
P0296,HR,Asia,Retail,638910.2368741867,42,4,47.53279815189355,55.112954077008595,75.91711259308092,3,0.7615913098318883,1
P0297,Infrastructure,Africa,Retail,238666.74610470873,14,17,61.80937301774918,58.068737257425816,44.565775596389194,3,0.6157555455732666,1
P0298,Marketing,Africa,Manufacturing,523569.18784864113,28,15,72.64284733754039,41.875151022609444,47.663382457554576,7,0.32056953869036964,0
P0299,Marketing,Africa,Manufacturing,239089.70420948943,6,6,54.21279884505381,59.746104740899895,81.43859730423594,6,0.8163443388790188,0
P0300,Infrastructure,Africa,Finance,341233.90495375206,35,12,32.529084737605906,36.113623791223404,29.403341835934597,9,0.8574335586299751,1
P0301,HR,Asia,Manufacturing,499306.74666447163,6,8,75.5621077831253,100.0,60.793835146637015,5,0.7439849013546214,1
P0302,Research,Europe,Healthcare,589513.7969452774,19,12,39.645190329817495,24.52565198549101,66.70042591604205,2,0.8299344037757495,1
P0303,Research,Africa,Finance,232931.42719902302,31,15,75.11557765761322,73.77193646174015,96.98724282772761,4,0.6766164314089638,0
P0304,Software,Europe,Healthcare,548477.8223687309,10,23,89.25725289780343,64.1437237010019,79.58370871179466,5,0.6398970598885826,1
P0305,Software,Asia,Technology,582623.9873264184,49,15,50.761336876644336,40.78335320406474,52.53140609967639,6,0.7713404960485111,0
P0306,Marketing,South America,Technology,476198.9741781122,16,9,88.78550644991162,45.67191158080271,65.40412582476623,6,0.06595080051463797,1
P0307,Research,North America,Finance,859774.7910039844,9,21,100.0,56.96683478492254,42.04339867148741,2,0.8693286862868963,1
P0308,HR,South America,Manufacturing,291819.7174316297,30,23,81.45790527450134,58.45757693506661,4.515596480303714,3,0.5971320580053684,0
P0309,Infrastructure,Europe,Technology,472716.21222299425,23,7,72.07285955176022,45.723251537241154,86.25546235980119,3,0.5769726793017405,0
P0310,HR,Africa,Healthcare,367043.728904003,40,20,82.77215856333548,58.21100170655233,55.378610450846395,4,0.8899707039546698,1
P0311,Research,Asia,Technology,744340.7338465364,42,15,45.881577903563965,66.37607551474527,63.15915205561908,1,0.9461703091739947,1
P0312,Research,Europe,Manufacturing,423927.8385841758,37,5,67.2973966519738,44.30482743019963,50.02469625612737,5,0.3626237540811857,0
P0313,Software,Europe,Retail,560650.3216445913,35,14,56.3155755522587,36.32604429491893,75.28596161877014,3,0.6000443032794,1
P0314,Marketing,Africa,Technology,701807.1871441582,10,13,68.37392810687825,67.56295870677062,55.07256283173294,6,0.33229406584476623,1
P0315,Marketing,Africa,Manufacturing,634255.8770958134,13,21,74.28735235605981,78.83890011603779,49.75251518646613,1,0.6111727879688994,1
P0316,Infrastructure,Europe,Retail,748213.1538275813,23,7,61.199908385421864,32.253410822884575,75.43592354471322,6,0.720023790159322,0
P0317,Software,Asia,Healthcare,578483.4778605549,20,15,51.69518965084036,49.85752775583327,63.563481695388695,8,0.2766573250103971,0
P0318,Infrastructure,South America,Technology,617177.9292203588,11,10,74.02928065623743,54.921672306328176,43.954399457209135,4,0.6395298605799014,1
P0319,Marketing,Europe,Technology,314773.1429496363,23,5,84.36332078532827,14.576056696902732,47.16052675396331,5,0.4248216565701438,1
P0320,HR,Africa,Technology,522786.4626089869,33,5,70.15302207137306,41.85786062491671,62.40237766150244,4,0.388294862708577,0
P0321,Marketing,Europe,Retail,565020.9247463559,29,18,62.371566200864784,52.526283989664,50.61738291579182,8,0.6980159256502991,1
P0322,HR,North America,Retail,518961.9244150426,37,9,52.335834882823406,64.45653789971024,62.23598316406777,3,0.5838165324674623,1
P0323,Infrastructure,North America,Healthcare,391498.2246884802,45,5,79.94172829031442,29.077578298749916,69.46814831424933,5,0.3269956409146729,0
P0324,Marketing,South America,Retail,593969.9137666379,28,20,76.02683118681574,70.39898966932735,70.96089948011942,2,0.5744643855388812,1
P0325,Infrastructure,Europe,Retail,411366.8956353768,9,18,74.32343695517943,63.43889215628995,67.68404144011794,4,0.6993625014271843,0
P0326,Software,North America,Finance,482897.58271256293,47,19,49.28489038820503,59.04646465929962,16.33302163140445,5,1.0,0
P0327,Software,Asia,Technology,530752.2159306392,38,22,82.00830832130117,57.65439586114101,60.9191879223754,4,0.7329087085106433,0
P0328,Research,Asia,Finance,320377.89708415355,21,11,88.07990098457216,14.165411603322774,59.602779043842,4,0.8002632490419912,0
P0329,HR,Europe,Retail,446731.75167642516,11,16,76.22236723053811,44.395212305116175,85.2923942324436,4,0.9146824295051692,1
P0330,Research,Europe,Healthcare,497980.7818121522,39,10,82.96955775854441,67.37545001181542,36.27327145780291,1,0.717571177627547,1
P0331,Marketing,South America,Technology,702627.8496048509,47,14,60.19481289043871,63.71179492596833,57.167028279797464,6,0.6094456184596321,1
P0332,Marketing,North America,Technology,577859.3335407388,7,23,55.33788044591896,50.85140682758066,95.74841710932856,7,0.7097943834122934,1
P0333,Software,North America,Technology,789666.6603293807,22,3,82.88465539064961,14.757517219118697,53.608528834183254,3,0.6369090604678692,1
P0334,HR,North America,Manufacturing,290873.8472379629,36,16,61.076899582506364,35.68398474517122,55.11720167381339,2,0.6107081261231002,1
P0335,Research,Africa,Healthcare,376688.5982258109,22,10,51.71073300216709,28.715599863653022,59.80310382699234,5,0.39451928969479777,0
P0336,Research,South America,Retail,422262.1041708196,11,8,89.87914135655556,52.25315377501291,77.13176883772701,8,0.9327465664286947,0
P0337,Infrastructure,North America,Retail,597923.5813279678,48,21,83.2317065811326,43.54227190842787,71.88999613499115,3,0.6486303429246484,0
P0338,Infrastructure,Asia,Technology,474891.29911918374,6,14,49.53345891636711,69.65366285539882,31.998585536339817,5,0.4520457672054065,0
P0339,Research,Africa,Technology,390533.70752384554,37,10,70.22228847344445,32.94915513881949,61.4576306594175,9,0.6095242039924991,1
P0340,HR,Asia,Manufacturing,565860.2833835254,48,19,36.32699839160908,49.167813780133514,80.0261307415445,5,0.6499858052526378,0
P0341,HR,North America,Manufacturing,399687.24296336825,14,11,66.63065614612783,47.703955024818725,71.33543452368359,2,0.6625301982414645,1
P0342,Infrastructure,North America,Manufacturing,543351.8683298508,39,15,80.52936237448489,72.48570736661041,88.56121554246492,8,0.6830511656735493,1
P0343,Infrastructure,North America,Finance,464526.852664359,40,14,77.88419281672655,46.28151038102459,28.012104756113775,5,0.35277284079390747,0
P0344,Marketing,North America,Retail,591763.6363941972,41,18,94.57070416804899,60.666911182791615,41.69587175393154,10,0.5646756492079194,1
P0345,Marketing,South America,Healthcare,759788.7023483596,33,20,38.24487921690478,43.485390894991056,74.81090731748873,4,0.5389622309038496,1
P0346,Infrastructure,South America,Finance,623752.786958264,10,14,79.79125123431913,36.142697530559765,58.91081721078869,5,0.9176588304109888,0
P0347,Software,South America,Retail,550165.7772272782,9,11,92.17107847534666,70.61175481968576,80.06077957524926,3,0.2580525851802137,1
P0348,Infrastructure,Europe,Finance,499861.0060654771,11,5,62.178669338730465,64.7542576010749,38.52165582708446,11,0.8810340111190722,1
P0349,Infrastructure,South America,Retail,609156.7900807332,16,23,100.0,65.93810882753876,87.92682986321856,4,0.8513553756721791,1
P0350,Software,South America,Retail,389779.4439184462,5,19,45.14961220660615,44.84759028978012,58.60733093399784,3,0.5452541495666479,1
P0351,Research,South America,Manufacturing,449441.3770933062,20,3,72.0687478137709,57.85268231301936,69.07171047018437,6,0.7264241894455622,1
P0352,HR,Africa,Finance,638911.4350459608,11,8,83.55528462689429,69.0436748687354,52.53197957530488,3,0.45528401527198087,0
P0353,Research,Europe,Finance,209954.44384854828,34,9,80.45138714528738,27.04218176279452,75.2252858232948,5,0.7257537158181424,1
P0354,HR,North America,Healthcare,327672.28851060674,40,8,73.84119817999031,60.99366372580519,96.02860198532976,3,0.6437318613514595,0
P0355,Research,Africa,Manufacturing,500861.21702066594,23,3,82.04171253872231,0.0,61.68402016678744,4,0.7098655092233865,1
P0356,Software,Asia,Manufacturing,539585.4675828138,21,10,67.6667579705601,97.63427063465092,76.54472215314846,4,0.7448709022531359,1
P0357,Marketing,Europe,Finance,543644.7095206165,28,17,62.394870110949164,85.6955007837019,60.26900729238586,5,0.7200425931488555,1
P0358,Marketing,South America,Manufacturing,613399.4079165375,45,11,71.30146308368481,53.598287390928334,76.75661070458962,6,0.7754701013479395,0
P0359,Software,Europe,Healthcare,355132.6050704061,44,22,61.92139490055064,19.45917878359086,49.93075312197883,4,0.8505081462058461,0
P0360,Research,South America,Manufacturing,663816.0175973639,9,13,61.78142043689597,57.2205029028551,79.36205327553085,6,0.30590208975374983,1
P0361,Research,Europe,Technology,445020.622638939,46,12,89.66140791045031,66.45434749000879,84.48763340235124,6,0.8645488933770271,0
P0362,HR,Asia,Manufacturing,396982.7849222658,13,11,52.52671301660438,21.000488031965876,53.68677501997034,1,0.6951392064425198,1
P0363,HR,North America,Technology,786094.6754639831,30,10,48.458627311974155,46.396383372542616,87.42949564281845,4,0.8168396488087085,1
P0364,Software,Europe,Retail,736959.9616291836,39,7,63.672832308531724,59.511768718571645,25.0620861730889,2,0.8450941090628938,1
P0365,Software,South America,Retail,384238.87781048263,10,7,62.53057229773237,68.23663557026741,46.62247931113974,5,0.667307676374196,1
P0366,Marketing,Europe,Retail,539123.4751516299,46,9,69.62750998444369,44.50395390494624,15.97513053098163,10,0.530239369025405,1
P0367,HR,Asia,Finance,396512.6032956613,15,12,70.62660486047368,61.49034681234363,16.271335485308676,6,0.631330711320748,0
P0368,Infrastructure,Africa,Finance,564744.7444456395,27,14,81.09513202176751,58.9240367257896,60.38163255559536,5,0.7373256383892319,1
P0369,HR,South America,Healthcare,702652.36287305,47,22,47.31206552051687,84.34662227911103,92.18565048976642,7,0.5571112432335195,1
P0370,Marketing,Africa,Technology,288341.4753400877,44,13,82.04732113921033,37.4188653728319,63.93484647531412,5,0.6611128768714102,0
P0371,Marketing,North America,Retail,370487.70427732763,38,10,88.42206398929807,46.32056797916809,23.55751754042319,3,0.8317220733483403,1
P0372,Research,Africa,Finance,505085.40855235065,45,5,52.14388396488265,75.18959424611381,58.27367309110134,3,0.6274651151710458,1
P0373,HR,Asia,Manufacturing,697082.843152097,48,19,79.66288316558261,67.0443201315603,47.21428365371882,3,0.6416956399597226,1
P0374,Research,South America,Technology,360570.0384132502,34,14,71.08453544035196,46.47905007946097,63.931135553991645,9,0.47650256876832103,1
P0375,Infrastructure,Europe,Retail,544030.629495296,24,17,73.74126531527563,80.30889616704495,67.63468337925019,3,0.5660295284644539,1
P0376,Marketing,Africa,Manufacturing,545066.9089644165,47,19,82.36345038529103,2.3138642242850835,74.90301728569635,6,0.31774899896606007,1
P0377,Software,South America,Technology,439686.54117991775,28,21,53.42399026210038,53.308073205994084,32.35964862615125,6,0.442638668620723,1
P0378,Research,Europe,Finance,772772.59813037,43,17,64.11733475198486,64.47933039182227,36.339775518864386,6,0.3709260720081764,1
P0379,Software,Europe,Healthcare,612537.7168960897,22,21,57.2544505362341,59.228496659170375,86.01883026063398,4,0.35351375216719993,1
P0380,Software,Africa,Manufacturing,437776.2937591206,25,13,79.65257761078168,30.54470966479998,68.13244068445348,3,0.5872852921627757,0
P0381,HR,North America,Technology,237882.65806490558,34,20,66.27931150921431,47.71330641933586,79.76270286485494,3,0.49951604397229166,0
P0382,Marketing,Europe,Healthcare,448390.406494366,12,6,64.38198773874623,46.50662119778124,60.505813986693525,4,0.7341616984191832,1
P0383,Infrastructure,North America,Technology,386920.6829463558,48,12,75.73980327216238,73.20696361933949,66.39579989112066,3,0.3112885931632549,1
P0384,Infrastructure,North America,Healthcare,574133.9123446,32,7,70.44292361511665,46.620270036903165,75.37296175936396,4,0.7319062939178277,0
P0385,HR,South America,Technology,423351.6244706409,20,19,31.69675605916153,24.114653568507872,58.31737518950595,5,0.734279474268257,1
P0386,Research,Europe,Finance,643009.6299856969,10,15,82.39347234943702,45.52055327112889,50.22642219401884,6,0.4151558565449631,0
P0387,Infrastructure,Europe,Manufacturing,65717.25322179723,36,23,69.69381785100806,47.38148389747747,82.56479566537675,6,0.6498740565455304,0
P0388,Research,South America,Healthcare,439385.0976694124,8,12,58.0451600237967,0.0,20.49184766178783,2,0.7593029921585681,0
P0389,Marketing,South America,Finance,471403.10960769956,42,20,47.16511126910342,65.71482579422394,87.0865979354912,5,0.5087275239733473,0
P0390,Infrastructure,North America,Retail,322806.9789990761,40,13,70.45804742493026,50.53144566883694,54.66014419648425,8,0.4477673517469366,0
P0391,Infrastructure,North America,Technology,448519.11097354436,7,16,38.71311341642494,34.5308831193314,97.97469962710477,5,0.7713474842940917,1
P0392,Research,Africa,Finance,467347.1510748307,26,13,75.76418252478926,61.11882903291684,21.90111091978722,1,0.5132253074041622,1
P0393,Software,Africa,Retail,432805.79923250375,18,17,51.77790796167035,33.826769920885866,97.79268851115083,4,0.6149385733186521,0
P0394,Software,North America,Finance,442418.7888003826,29,3,73.03420611431828,25.104662516616347,59.47032743422343,5,0.2687238945717948,0
P0395,Research,South America,Manufacturing,630480.7426431847,8,19,55.15738262716768,11.901284451642283,65.1506630625797,3,0.45402608270748146,0
P0396,Research,North America,Finance,301845.93748721085,31,12,63.39870579621059,26.359679050838736,74.48841409465159,3,0.8579126448330892,1
P0397,Software,Africa,Technology,450574.42990458116,26,23,44.52145434065601,55.94924106235633,62.789955922949176,3,0.702024872250015,0
P0398,HR,Europe,Healthcare,383473.6778163896,48,6,56.55493446466787,25.264046351162875,51.09900612733977,4,0.6381390575440878,1
P0399,Infrastructure,Africa,Finance,391740.9832854987,34,22,62.37359327674853,66.44244011637879,37.679344739810404,8,0.860468944679131,1
P0400,Research,Africa,Technology,460582.55570740736,30,8,73.31763968094187,27.60447901741483,81.38407858081848,5,0.18162871554590565,1
P0401,Infrastructure,South America,Retail,608149.5429358453,25,22,61.82220632910517,12.62393883435059,68.30950303012499,3,0.41863845479462813,1
P0402,Marketing,Africa,Manufacturing,758362.1440984174,14,17,72.99456941062819,56.761338242793,72.91944325639074,5,0.5462745656226821,0
P0403,Software,Asia,Retail,402771.6279398984,41,13,77.63688992575157,52.41208014615007,58.12684477134298,4,0.6692227573602507,1
P0404,Research,North America,Retail,513950.9575563728,42,9,71.53712545947383,70.44896545711849,49.33136506765018,4,0.5696065235367922,1
P0405,Infrastructure,North America,Manufacturing,533328.0105353255,17,3,63.54942991858543,53.50906797257004,64.23254192066702,7,0.6175243846883502,0
P0406,HR,South America,Manufacturing,524459.9515828367,30,3,54.06238636734549,14.952458097180063,42.78541673209323,5,0.8361979810611344,1
P0407,Research,North America,Healthcare,399754.51449283335,30,11,86.22804273531786,56.496116504202455,62.23260042486363,7,0.551486763593771,1
P0408,HR,South America,Healthcare,420719.38615734514,37,4,82.63263347723301,41.298965352361854,88.80643545602982,6,0.6044392994518201,0
P0409,Software,Africa,Retail,571291.5306832195,8,16,99.41115930097172,34.608130709953855,66.52088752731719,6,0.7371715637216838,1
P0410,Infrastructure,South America,Technology,496864.18883351324,37,18,81.4021727222462,78.31832714911718,43.41648140985391,7,0.6222080301941814,1
P0411,Infrastructure,North America,Healthcare,640808.5424357238,22,20,51.652917783858655,67.27056485043042,63.42938635180782,5,0.411587963285151,0
P0412,Marketing,South America,Retail,671010.176974274,31,15,57.443647995774406,53.99220836805566,81.88359095042951,8,0.27288419463675034,0
P0413,Marketing,Europe,Retail,524353.1841224716,14,15,54.1401609578185,35.94684509766698,21.893390950981292,4,0.772508696923034,1
P0414,HR,Asia,Technology,588295.3189694409,21,14,80.92517819604315,69.08170204313257,84.36960429743372,4,0.15183065119545225,1
P0415,HR,Europe,Healthcare,445530.2529774383,17,15,82.8160300168108,50.17152004004863,66.61758642847018,5,0.8929027100533713,0
P0416,Infrastructure,Asia,Technology,331210.26652885106,5,12,53.597015703104915,37.11261878900942,68.56877391739889,6,0.488098746890961,1
P0417,Research,South America,Technology,732295.8942536055,23,11,74.80324866923243,48.09776704598468,53.339247618924766,4,0.5728947462042258,0
P0418,Infrastructure,South America,Technology,611926.0457118566,42,18,71.75159649991897,83.72726955483841,47.25152174238545,7,0.9539554265250726,1
P0419,Research,Africa,Healthcare,358778.8171391676,48,4,38.65644644245282,76.33711319239796,55.471665373094766,7,0.6289727275718368,0
P0420,HR,North America,Finance,720896.6107966425,17,17,72.13538864403792,42.2704172425148,18.483312051882052,9,0.7807225516588612,1
P0421,Marketing,Africa,Retail,355159.43773719703,37,6,93.9855193659224,63.1348108766135,63.13519044731753,4,0.7671085514091913,1
P0422,Infrastructure,Africa,Manufacturing,506341.9747389699,31,5,45.208912852620784,40.41428021071221,30.517231291363455,7,0.6925874809388819,1
P0423,Infrastructure,Africa,Technology,606678.8680132363,29,18,41.165288418190514,42.370211703518144,33.59013113189937,5,0.7928311768343957,1
P0424,Infrastructure,Africa,Technology,558751.3129697745,17,21,57.99611356695303,24.443033658737345,74.90556660152691,7,0.22401444506327228,1
P0425,Research,Europe,Healthcare,310434.6384169187,11,20,49.441614368994856,95.83822533637372,97.34924008322702,4,1.0,0
